frame_id;timestamp;eye1_angle;eye2_angle;eye1_y;eye2_y;tail_angle;tail_x;tail_y;okr_active;okr_speed;okr_direction;okr_frequency;okr_pattern;valid;error
61;19214.1909961;93.88113403320312;96.29975891113281;417.53903579711914;119.50342178344727;1.8595647612071242;188;300;False;0;1;2;Lines;True;NaN
62;19214.1963452;94.90311431884766;96.2249984741211;417.25563049316406;119.51725387573242;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
63;19214.2010697;95.1974105834961;96.3261947631836;417.2658233642578;119.5279655456543;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
64;19214.2061557;94.21771240234375;96.25669860839844;417.3115005493164;119.53165817260742;1.8595647612071242;188;300;False;0;1;2;Lines;True;NaN
65;19214.21122;94.1641845703125;96.28118133544922;417.2229804992676;119.55714797973633;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
66;19214.216354;94.79923248291016;96.33790588378906;417.29293060302734;119.59444427490234;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
67;19214.2214109;95.12228393554688;96.05293273925781;417.39312744140625;119.4334716796875;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
68;19214.226574;94.58589935302734;96.1225357055664;417.2767791748047;119.4784927368164;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
69;19214.2316554;94.70734405517578;96.2478256225586;417.33443450927734;119.47896575927734;2.1133171667255723;188;302;False;0;1;2;Lines;True;NaN
70;19214.2367395;95.0402603149414;95.94111633300781;416.5958061218262;119.62741088867188;2.3669866593660784;188;304;False;0;1;2;Lines;True;NaN
71;19214.24181;94.8422622680664;95.99515533447266;416.548885345459;119.47266006469727;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
72;19214.2472862;94.4904556274414;96.19326782226562;417.1161651611328;119.50724411010742;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
73;19214.2522396;94.37476348876953;96.33685302734375;417.61707305908203;119.46844100952148;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
74;19214.2569739;94.67108154296875;95.72509765625;417.1772117614746;119.5723876953125;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
75;19214.262473;94.30537414550781;96.57630157470703;416.5126075744629;119.80123901367188;1.6057393610483632;188;298;False;0;1;2;Lines;True;NaN
76;19214.267513;93.90473175048828;96.33130645751953;417.6206932067871;119.43653869628906;2.3669866593660784;188;304;False;0;1;2;Lines;True;NaN
77;19214.2721596;94.62786865234375;96.03103637695312;416.6685905456543;119.52958297729492;2.3669866593660784;188;304;False;0;1;2;Lines;True;NaN
78;19214.2773021;94.92414093017578;96.44446563720703;416.5907173156738;119.54026412963867;2.3669866593660784;188;304;False;0;1;2;Lines;True;NaN
79;19214.2823896;94.96849060058594;96.18743896484375;416.67211151123047;119.46371841430664;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
80;19214.2875597;94.20723724365234;95.88322448730469;416.75000762939453;119.27582931518555;1.9864507086157592;188;301;False;0;1;2;Lines;True;NaN
81;19214.2926342;94.39717102050781;96.29615020751953;417.59345626831055;119.51597595214844;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
82;19214.2976925;94.64556884765625;96.09532928466797;417.1977348327637;119.66353607177734;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
83;19214.3027969;94.93988037109375;96.29417419433594;417.4124755859375;119.52278137207031;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
84;19214.3078105;94.43122100830078;95.93492126464844;416.73929595947266;119.46575927734375;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
85;19214.31284;94.09063720703125;96.2875747680664;416.7592124938965;119.50610733032227;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
86;19214.3180508;94.34319305419922;96.26591491699219;417.2595863342285;119.4926872253418;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
87;19214.3230435;95.32836151123047;96.06159210205078;417.3482666015625;119.45196914672852;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
88;19214.3281202;95.05599212646484;96.3340072631836;416.7718696594238;119.49887084960938;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
89;19214.3332091;94.66737365722656;96.36105346679688;417.2946090698242;119.43073272705078;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
90;19214.3383929;94.65223693847656;96.32634735107422;416.4286422729492;119.50355529785156;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
91;19214.3442076;94.27635192871094;96.29837799072266;417.6664237976074;119.49703979492188;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
92;19214.3483931;94.35343933105469;96.2118148803711;417.65855407714844;119.51404571533203;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
93;19214.3535642;94.19181060791016;96.24481201171875;417.62125396728516;119.54030990600586;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
94;19214.3586516;94.58328247070312;96.21830749511719;417.17169189453125;119.47148895263672;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
95;19214.3641282;95.17452239990234;96.33070373535156;416.3786392211914;119.4907455444336;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
96;19214.368757;94.94416809082031;96.35758972167969;416.68406677246094;119.47465896606445;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
97;19214.3738531;94.62007141113281;96.29615020751953;417.397029876709;119.51597595214844;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
98;19214.3788563;94.46227264404297;96.23271179199219;416.63145446777344;119.46264266967773;2.3669866593660784;188;304;False;0;1;2;Lines;True;NaN
99;19214.3841068;94.29999542236328;96.26498413085938;417.56404876708984;119.49696350097656;1.8595647612071242;188;300;False;0;1;2;Lines;True;NaN
100;19214.3895577;94.3265151977539;96.1151123046875;417.10754776000977;119.63556671142578;2.3669866593660784;188;304;False;0;1;2;Lines;True;NaN
101;19214.3942955;94.32522583007812;96.32315063476562;417.492618560791;119.53564071655273;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
102;19214.399392;94.21365356445312;96.31887817382812;417.22360610961914;119.50113677978516;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
103;19214.4043862;94.48887634277344;96.46171569824219;416.63838958740234;119.5167007446289;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
104;19214.4096195;95.21337890625;95.8471908569336;416.6076850891113;119.32787704467773;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
105;19214.4146679;94.83396911621094;96.08405303955078;417.5848388671875;119.48035430908203;1.8595647612071242;188;300;False;0;1;2;Lines;True;NaN
106;19214.4196428;94.19795227050781;96.30448913574219;417.56848907470703;119.47005844116211;2.3669866593660784;188;304;False;0;1;2;Lines;True;NaN
107;19214.4248608;94.42809295654297;96.29174041748047;416.6794090270996;119.7494888305664;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
108;19214.4298267;94.94144439697266;96.43515014648438;416.40696716308594;119.4736213684082;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
109;19214.4347635;95.03289031982422;96.39364624023438;417.1199264526367;119.54252624511719;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
110;19214.4398573;94.2494888305664;96.63714599609375;417.22269439697266;119.7828254699707;1.9864507086157592;188;301;False;0;1;2;Lines;True;NaN
111;19214.445667;94.38101959228516;96.52543640136719;417.2946586608887;119.7824935913086;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
112;19214.4504009;94.43077850341797;96.34506225585938;417.3577003479004;119.52579116821289;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
113;19214.4555342;95.2957992553711;96.05776977539062;416.6465187072754;119.50281143188477;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
114;19214.4602664;94.77449798583984;96.21672058105469;417.20354080200195;119.48250198364258;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
115;19214.4652304;95.09480285644531;96.38845825195312;416.5509223937988;119.57334899902344;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
116;19214.4704611;93.88482666015625;96.15531921386719;417.4764633178711;119.45803833007812;1.8595647612071242;188;300;False;0;1;2;Lines;True;NaN
117;19214.4757459;94.31356048583984;96.3888931274414;416.6916618347168;119.49130630493164;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
118;19214.4806347;94.94123840332031;96.2848129272461;416.58426666259766;119.50155258178711;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
119;19214.4856334;94.27682495117188;96.40223693847656;416.72502517700195;119.51490020751953;2.3669866593660784;188;304;False;0;1;2;Lines;True;NaN
120;19214.490712;94.65667724609375;96.32205963134766;416.62173080444336;119.50178909301758;1.4788023921856344;188;297;False;0;1;2;Lines;True;NaN
121;19214.4958048;94.22386932373047;96.32473754882812;416.7094917297363;119.50592041015625;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
122;19214.5008732;94.61385345458984;95.82188415527344;417.43702697753906;119.58730697631836;1.6057393610483632;188;298;False;0;1;2;Lines;True;NaN
123;19214.5060646;94.80545043945312;96.32946014404297;416.60177993774414;119.50328826904297;1.7326605648701625;188;299;False;0;1;2;Lines;True;NaN
124;19214.5111467;94.4814224243164;96.13089752197266;417.4079704284668;119.47331619262695;2.3669866593660784;188;304;False;0;1;2;Lines;True;NaN
125;19214.5162679;95.07110595703125;96.5403823852539;416.72406005859375;119.76334762573242;1.2248861336786305;188;295;False;0;1;2;Lines;True;NaN
126;19214.5212004;94.71170043945312;96.06731414794922;416.62847900390625;119.4705696105957;1.6057393610483632;188;298;False;0;1;2;Lines;True;NaN
127;19214.5262724;94.8080825805664;96.56700897216797;417.54812240600586;119.71088027954102;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
128;19214.5324071;95.11041259765625;96.34883117675781;416.7094917297363;119.4857406616211;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
129;19214.5374666;93.8857421875;96.2961196899414;417.5579261779785;119.5034294128418;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
130;19214.5431977;93.87848663330078;96.18861389160156;417.05150985717773;119.47024536132812;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
131;19214.5473025;93.86742401123047;96.23839569091797;417.53915786743164;119.49328231811523;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
132;19214.5516623;94.34798431396484;96.29900360107422;417.62528228759766;119.49724578857422;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
133;19214.5567409;94.8708267211914;96.43988037109375;416.61548614501953;119.52607345581055;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
134;19214.561885;95.44214630126953;96.07423400878906;416.60567474365234;119.4401741027832;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
135;19214.5669318;94.96033477783203;96.03340911865234;416.6149368286133;119.6196174621582;1.7326605648701625;188;299;False;0;1;2;Lines;True;NaN
136;19214.5720397;94.93816375732422;96.83055877685547;416.56099700927734;119.65287399291992;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
137;19214.5770909;94.74813842773438;96.03124237060547;416.61414337158203;119.61346435546875;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
138;19214.582152;95.12337493896484;96.3596420288086;417.26043701171875;119.549072265625;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
139;19214.5872502;95.07044219970703;95.91175079345703;417.4766044616699;119.37799835205078;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
140;19214.5924342;94.30659484863281;96.35143280029297;416.7659378051758;119.54710388183594;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
141;19214.597425;94.56145477294922;96.36959075927734;417.29444122314453;119.47350311279297;2.3669866593660784;188;304;False;0;1;2;Lines;True;NaN
142;19214.6026834;95.18670654296875;96.2602767944336;416.6613998413086;119.47287368774414;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
143;19214.6076395;94.70980072021484;96.24983215332031;417.2028465270996;119.47073364257812;1.6057393610483632;188;298;False;0;1;2;Lines;True;NaN
144;19214.6127717;94.08306121826172;96.18755340576172;417.50534439086914;119.5048942565918;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
145;19214.6178383;94.6360855102539;96.33683013916016;417.5254096984863;119.5124626159668;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
146;19214.6229815;94.16831970214844;96.13255310058594;417.5005187988281;119.49494934082031;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
147;19214.6279449;94.48551940917969;96.28011322021484;417.3269233703613;119.56468963623047;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
148;19214.6330637;94.79244232177734;96.1022720336914;417.2364692687988;119.45531845092773;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
149;19214.6383536;95.14195251464844;96.29837799072266;416.99437713623047;119.49703979492188;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
150;19214.6445456;94.19441986083984;96.33779907226562;417.5612030029297;119.5571517944336;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
151;19214.6487001;94.88121032714844;96.2961196899414;417.44974517822266;119.5034294128418;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
152;19214.6534583;94.4908447265625;96.20709228515625;416.5742378234863;119.53563690185547;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
153;19214.6584965;94.9043960571289;96.58353424072266;416.7190399169922;119.72967529296875;1.6057393610483632;188;298;False;0;1;2;Lines;True;NaN
154;19214.6635713;94.8450927734375;96.38578796386719;417.57078552246094;119.55591201782227;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
155;19214.6686519;94.64871978759766;96.21192169189453;417.5590286254883;119.38175201416016;2.3669866593660784;188;304;False;0;1;2;Lines;True;NaN
156;19214.6736976;93.8818588256836;96.1719970703125;417.5496406555176;119.5142593383789;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
157;19214.6788192;94.17079162597656;96.01420593261719;417.5879211425781;119.52497863769531;2.3669866593660784;188;304;False;0;1;2;Lines;True;NaN
158;19214.6838613;93.9434585571289;95.98656463623047;417.53858947753906;119.62813568115234;2.3669866593660784;188;304;False;0;1;2;Lines;True;NaN
159;19214.6888513;94.45582580566406;95.84235382080078;417.62331771850586;119.34323120117188;1.9864507086157592;188;301;False;0;1;2;Lines;True;NaN
160;19214.6940572;93.93883514404297;96.4365463256836;417.63063049316406;119.5009880065918;2.3669866593660784;188;304;False;0;1;2;Lines;True;NaN
161;19214.6993071;94.57850646972656;96.1098403930664;416.6594772338867;119.63156127929688;2.3669866593660784;188;304;False;0;1;2;Lines;True;NaN
162;19214.7041911;93.97464752197266;96.32012939453125;417.51923751831055;119.35836029052734;2.3669866593660784;188;304;False;0;1;2;Lines;True;NaN
163;19214.7091762;93.82705688476562;95.68846130371094;417.57146072387695;119.44098663330078;2.3669866593660784;188;304;False;0;1;2;Lines;True;NaN
164;19214.7143171;94.29594421386719;96.41001892089844;417.583797454834;119.7180061340332;2.3669866593660784;188;304;False;0;1;2;Lines;True;NaN
165;19214.7196682;94.81478881835938;95.93883514404297;417.1741409301758;119.3445930480957;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
166;19214.7244285;95.09073638916016;96.52015686035156;416.6043472290039;119.61515426635742;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
167;19214.730648;94.44247436523438;96.14334869384766;417.32841873168945;119.53401947021484;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
168;19214.7358924;94.91931915283203;96.0411376953125;416.65621185302734;119.46695327758789;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
169;19214.7397362;94.18434143066406;96.1388931274414;416.5585289001465;119.48042297363281;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
170;19214.7447198;94.53755187988281;95.98383331298828;416.6814651489258;119.38692855834961;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
171;19214.7499842;94.143310546875;96.15081024169922;417.65504455566406;119.54067611694336;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
172;19214.7548969;94.94003295898438;96.22020721435547;416.7048645019531;119.53955078125;2.3669866593660784;188;304;False;0;1;2;Lines;True;NaN
173;19214.7599794;95.15369415283203;96.31040954589844;417.473087310791;119.5074577331543;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
174;19214.7651168;94.26225280761719;96.2012939453125;417.4656105041504;119.47270202636719;1.6057393610483632;188;298;False;0;1;2;Lines;True;NaN
175;19214.7702248;95.16191864013672;96.0511474609375;416.50274658203125;119.64487075805664;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
176;19214.7753591;94.14225769042969;96.274169921875;416.6249198913574;119.46446228027344;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
177;19214.7803227;94.85208892822266;96.3440170288086;417.5746192932129;119.5586166381836;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
178;19214.7854531;93.94676208496094;96.333984375;417.5699005126953;119.50867462158203;2.3669866593660784;188;304;False;0;1;2;Lines;True;NaN
179;19214.790515;93.65420532226562;96.33506774902344;417.52749252319336;119.51237106323242;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
180;19214.7955515;94.4753189086914;96.21769714355469;416.6116027832031;119.47531509399414;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
181;19214.8005922;94.77042388916016;96.31594848632812;417.5250358581543;119.74878311157227;2.3669866593660784;188;304;False;0;1;2;Lines;True;NaN
182;19214.8057673;95.37036895751953;96.12543487548828;416.54248428344727;119.61102676391602;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
183;19214.8108144;94.53044891357422;96.36397552490234;417.16415786743164;119.60107421875;2.3669866593660784;188;304;False;0;1;2;Lines;True;NaN
184;19214.8159666;94.29365539550781;96.48002624511719;416.623592376709;119.47992324829102;2.3669866593660784;188;304;False;0;1;2;Lines;True;NaN
185;19214.8212032;94.40396881103516;96.6272964477539;417.5635452270508;119.50300216674805;2.3669866593660784;188;304;False;0;1;2;Lines;True;NaN
186;19214.8261512;93.99424743652344;95.9443130493164;417.20383071899414;119.38069152832031;2.3669866593660784;188;304;False;0;1;2;Lines;True;NaN
187;19214.8313477;94.12557220458984;96.00540924072266;417.53355407714844;119.43868255615234;2.3669866593660784;188;304;False;0;1;2;Lines;True;NaN
188;19214.8362514;94.53760528564453;96.09993743896484;417.5995864868164;119.47555923461914;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
189;19214.8413371;94.07237243652344;96.4337158203125;417.6279716491699;119.56088638305664;2.3669866593660784;188;304;False;0;1;2;Lines;True;NaN
190;19214.8464126;94.09223175048828;95.8118667602539;417.5134162902832;119.56715774536133;2.3669866593660784;188;304;False;0;1;2;Lines;True;NaN
191;19214.8515875;94.00284576416016;96.51044464111328;417.57409286499023;119.47519302368164;1.8595647612071242;188;300;False;0;1;2;Lines;True;NaN
192;19214.8565768;94.68380737304688;96.27699279785156;417.523983001709;119.50752639770508;2.3669866593660784;188;304;False;0;1;2;Lines;True;NaN
193;19214.8616825;94.3577880859375;96.63336181640625;417.5573501586914;119.73089599609375;2.3669866593660784;188;304;False;0;1;2;Lines;True;NaN
194;19214.8669571;94.112060546875;95.79691314697266;417.5006561279297;119.40891647338867;2.3669866593660784;188;304;False;0;1;2;Lines;True;NaN
195;19214.8718085;95.43560028076172;96.26728057861328;417.6014404296875;119.48608779907227;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
196;19214.8769451;95.2562255859375;96.2698974609375;416.58232498168945;119.51909255981445;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
197;19214.8820308;94.69287109375;96.0409164428711;417.5484428405762;119.43947219848633;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
198;19214.8871342;94.15152740478516;96.34334564208984;417.5211601257324;119.5100212097168;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
199;19214.8922169;94.31399536132812;96.32649230957031;417.29469299316406;119.5134506225586;2.3669866593660784;188;304;False;0;1;2;Lines;True;NaN
200;19214.8972464;94.96444702148438;96.23876953125;416.72578048706055;119.54228591918945;2.240162896311483;188;303;False;0;1;2;Lines;True;NaN
